ID,Title,Client,Source,Status,Geography,Domains,Date Posted,Date Found,Deadline,AI Summary,Description,Notes,Dismissal Reason,Tier,Language,Original URL,Source Listing URL
RW9mKfxGZxpZX91jXkM2,Sms Service For Integration With Fetchplanner,Agence Francaise De Developpement,Global Tenders,Dismissed,,"digital, technology, data",2026-05-31,2026-06-01,2026-06-15,"This is a tender for SMS services to integrate with Fetchplanner, with an estimated cost of SEK 4,000,000. The procurement is for a service component related to digital integration.","This is a tender for SMS services to integrate with Fetchplanner, with an estimated cost of SEK 4,000,000. The procurement is for a service component related to digital integration.",,Wrong sector / domain,2,en,https://www.globaltenders.com/tender-detail/sms-service-for-integration-with-fetchplanne-CgwMMv14o1M6rrFE,https://www.globaltenders.com/funding-agency/agence-francaise-de-developpement-tenders
KYyD6gQguTMIsflAav17,10011323 - Strengthening Textile Circularity and Occupational Safety and Health in the Cambodia's Garment Industry,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,GIZ,Dismissed,,"governance, livelihoods, economic recovery, capacity building, training, research, assessment, data, infrastructure, development, labour market assessment, stakeholder mapping, context analysis, community perception, humanitarian access",2026-05-21,2026-06-01,2026-06-11,This opportunity focuses on enhancing circularity and improving occupational safety and health within Cambodia's garment industry. The project aims to address key challenges in textile production and worker well-being.,This opportunity focuses on enhancing circularity and improving occupational safety and health within Cambodia's garment industry. The project aims to address key challenges in textile production and worker well-being.,,,2,de,https://ausschreibungen.giz.de/Satellite/public/company/projectForwarding.do?pid=50872,https://ausschreibungen.giz.de/Satellite/company/welcome.do
GFEyVTuA2CAa3Rt23UcK,"Romania – Repair and maintenance services of security equipment – maintenance, repair services for explosive detection systems (EDS) type eXaminer XLB and 3DX-ES, OPTINET hardware and software platform, associated power supply equipment and disposal of radiological source",Compania Nationala Aeroporturi Bucuresti SA,EU Tenders (TED),Dismissed,Romania,"infrastructure, technology, services",2026-06-01,2026-06-01,,"This is a tender for maintenance and repair services of explosive detection systems (EDS), associated hardware and software, and power supply equipment, including the disposal of a radiological source in Ilfov, Romania. The contract is primarily for services.","Maintenance and repair services for explosive detection systems (EDS) type eXaminer XLB and 3DX-ES, OPTINET hardware and software platform, associated UPS power supply equipment, and disposal of a radiological source in Ilfov, Romania. The main nature of the contract is services.",,Wrong sector / domain,2,en,https://ted.europa.eu/en/notice/-/detail/374778-2026,https://ted.europa.eu/en/search/result?query=ukraine+iraq+syria+lebanon+monitoring+evaluation&language=EN&scope=ACTIVE
UjIc2NkqpLYUyFFN6p5a,"National consultancy: adapted and rolled out the ADOLESCENT KIT, trained trainers, and supervised follow-up for three government ministries",UNICEF,Darpe,Dismissed,,"capacity building, training",2026-05-31,2026-05-31,2026-06-12,"This is a national consultancy opportunity focused on adapting and implementing the ADOLESCENT KIT program. The consultancy will involve training trainers and overseeing follow-up activities across three government ministries, with a primary emphasis on health and capacity building.","This national consultancy involves adapting and rolling out the ADOLESCENT KIT, training trainers, and supervising follow-up for three government ministries. The focus is on health and capacity building.",,Wrong sector / domain,2,en,https://darpe.me/darpe-entries/national-consultancy-adapted-and-rolled-out-the-adolescent-kit-trained-trainers-and-supervised-follow-up-for-three-government-ministries/,https://darpe.me/tenders-and-grants/
FRiSF72rd1F3JpewYZR3,NWFE Electricity Grid Reinforcement – Support for implementation of ESAP,EBRD,Darpe,Dismissed,,"infrastructure, capacity building, economic recovery",2026-05-31,2026-05-31,2026-06-16,"This tender seeks support for the implementation of the ESAP within the NWFE Electricity Grid Reinforcement project. The scope includes economic growth, infrastructure development, capacity building, and project management services.","This tender seeks support for the implementation of the ESAP within the NWFE Electricity Grid Reinforcement project. It involves economic growth, infrastructure, capacity building, and project management.",,Wrong sector / domain,2,en,https://darpe.me/darpe-entries/nwfe-electricity-grid-reinforcement-support-for-implementation-of-esap/,https://darpe.me/tenders-and-grants/
63N9CZI7j6xdyTelcLqd,Rosetta Wall Rehabilitation Project-Feasibility Study (Updated),EBRD,Darpe,Dismissed,,"infrastructure, research",2026-04-30,2026-05-31,2026-06-10,"This is a tender for a feasibility study related to the Rosetta Wall Rehabilitation Project, focusing on infrastructure and engineering services. The study aims to assess the viability of the rehabilitation project.","This is a tender for a feasibility study related to the Rosetta Wall Rehabilitation Project, focusing on infrastructure and engineering services. The study aims to assess the viability of the rehabilitation project.",,Wrong sector / domain,2,en,https://darpe.me/darpe-entries/rosetta-wall-rehabilitation-project-feasibility-study/,https://darpe.me/tenders-and-grants/
GmTPSltbwRogIy4p9IBV,"Consultant – Development of Conflict-Sensitive Guidance Package (Communication and Housing, Land and Property)",International Alert,Darpe,Dismissed,,"governance, research, conflict",2026-05-31,2026-05-31,2026-06-05,"This is a consultancy opportunity to develop a conflict-sensitive guidance package for communication and housing, land, and property. The role requires expertise in democratic governance and research, and is suitable for organizations or consultancies that can deliver these services.","This consultancy involves the development of a conflict-sensitive guidance package focusing on communication and housing, land, and property. The areas of expertise include democratic governance and research.",,Wrong sector / domain,2,en,https://darpe.me/darpe-entries/consultant-development-of-conflict-sensitive-guidance-package-communication-and-housing-land-and-property/,https://darpe.me/tenders-and-grants/
OTf8pl47UXuSEoIoKm8X,Provision of Psychologist Services for Terre des hommes (Tdh),Terre des Hommes,Darpe,Dismissed,,"Psychosocial Support, child protection",2026-05-31,2026-05-31,2026-06-08,"Terre des hommes (Tdh) is seeking to contract a provider for psychologist services. The services will specifically focus on child rights and psychosocial support, indicating a need for specialized expertise in these areas.",This opportunity is for the provision of psychologist services for Terre des hommes (Tdh). The services will focus on child rights and psychosocial support.,,Wrong sector / domain,2,en,https://darpe.me/darpe-entries/provision-of-psychologist-services-for-terre-des-hommes-tdh/,https://darpe.me/tenders-and-grants/
67ANXC06Wm21nLbUurMv,Cordaid - Request for Proposals (Baseline Assessment),Cordaid,NGOs-Jobs/Bids,Dismissed,,"baseline, assessment, Needs Assessment, Multi-Sector Needs Assessments, MSNA, Holistic Resilience Assessments, Resilience Assessments, Impact Assessment, Context Analysis, Data Collection, Quantitative and Qualitative Methods, Quantitative, Qualitative, Methodology, Desk Review, Secondary Data Review, Household Surveys, Surveys, KII, Key Informant Interviews, FGD, Focus Group Discussions, Perception Polls, Community Perception Studies, Community Perception, Analytical Frameworks, Data Triangulation",,2026-05-31,,Cordaid is issuing a Request for Proposals (RFP) for organizations to conduct a baseline assessment. This tender seeks a consultancy to perform this specific assessment work.,Cordaid is issuing a Request for Proposals (RFP) for organizations to conduct a baseline assessment. This tender seeks a consultancy to perform this specific assessment work.,,Deadline too close,2,en,https://ngosjobs-bids.com/index.php/bids/5948-njb5948-cordair-request-for-proposals-baseline-assessment,https://ngosjobs-bids.com/index.php/bids
0if8tPDqbhtZLdN3cU8W,Expert services for maintaining an ecological map and training children,Громадська організація «ФЛОРА»,Prostir.UA,Dismissed,Ukraine,"monitoring, training, data, Data Collection, Methodology, Community Perception",2026-05-30,2026-05-31,2026-06-06,"This is a call for expert services to maintain an interactive ecological water monitoring map and train children in Ukraine. The project, supported by Save the Children and the Swedish government, aims to engage children in monitoring water sources. The services will be provided from July to December 2026.","Public organization ""FLORA"" within the project ""Program for strengthening civil society in the field of children's rights 2026–2029"", implemented with the support of Save the Children and with the financial support of the Government of Sweden (SIDA), is looking for a specialist to help children maintain an interactive water ecological monitoring map. Period of service provision: from July to December 2026 MAIN TASKS AND [ ... ]",,Not a tender,1,uk,https://www.prostir.ua/?grants=ekspertni-posluhy-z-vedennya-ekolohichnoji-karty-ta-navchannya-ditej,https://www.prostir.ua/category/jobs/
